"Seq ID","Seq Description","GO ID","HUBGENE"
"ppt_233778","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_233780","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009943, GO:0030154, GO:0048440, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_233781","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_233783","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009943, GO:0030154, GO:0048440, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_233784","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009943, GO:0030154, GO:0048440, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_233785","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_233787","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009943, GO:0030154, GO:0048440, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_235091","Q39263sp=Zinc finger protein 4 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009910, GO:0042752, GO:0048579, GO:0003700, GO:0005488, GO:0005634","NO-H"
"ppt_235092","Q39263sp=Zinc finger protein 4 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009910, GO:0042752, GO:0048579, GO:0003700, GO:0005488, GO:0005634","NO-H"
"ppt_235094","Q39263sp=Zinc finger protein 4 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009910, GO:0042752, GO:0048579, GO:0003700, GO:0005488, GO:0005634","NO-H"
"ppt_235404","Q9SJW0sp=Myb family transcription factor PHL7  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0007623, GO:0016036, GO:0043547, GO:0055063, GO:0071486, GO:0003677, GO:0003700, GO:0005096, GO:0046872, GO:0005634, GO:0016021","NO-H"
"ppt_235405","Q9SJW0sp=Myb family transcription factor PHL7  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0007623, GO:0016036, GO:0043547, GO:0055063, GO:0071486, GO:0003677, GO:0003700, GO:0005096, GO:0046872, GO:0005634, GO:0016021","NO-H"
"ppt_235406","Q9SJW0sp=Myb family transcription factor PHL7  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0007623, GO:0016036, GO:0043547, GO:0055063, GO:0071486, GO:0003677, GO:0003700, GO:0005096, GO:0046872, GO:0005634, GO:0016021","NO-H"
"ppt_235418","B9T4M7tr=Two-component sensor histidine kinase bacteria, putative  Ricinus communis (Castor bean)","GO:0000160, GO:0006355, GO:0007165, GO:0016310, GO:0003677, GO:0003700, GO:0016301, GO:0005634","NO-H"
"ppt_235420","B9T4M7tr=Two-component sensor histidine kinase bacteria, putative  Ricinus communis (Castor bean)","GO:0000160, GO:0006355, GO:0007165, GO:0016310, GO:0003677, GO:0003700, GO:0016301, GO:0005634","NO-H"
"ppt_235425","B9T4M7tr=Two-component sensor histidine kinase bacteria, putative  Ricinus communis (Castor bean)","GO:0000160, GO:0006355, GO:0007165, GO:0016310, GO:0003677, GO:0003700, GO:0016301, GO:0005634","NO-H"
"ppt_235429","B9T4M7tr=Two-component sensor histidine kinase bacteria, putative  Ricinus communis (Castor bean)","GO:0000160, GO:0006355, GO:0007165, GO:0016310, GO:0003677, GO:0003700, GO:0016301, GO:0005634","NO-H"
"ppt_235689","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_235690","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_235691","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_235692","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_235693","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_235694","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_235695","A0A0R6IS23tr=MADS-box transcription factor  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_236142","Q9C9X7sp=Protein indeterminate-domain 14  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009630, GO:0009965, GO:0010601, GO:0048444, GO:2000012, GO:2000904, GO:0003676, GO:0003700, GO:0043621, GO:0046982, GO:0005634","NO-H"
"ppt_236282","Q9SAD4sp=Ethylene-responsive transcription factor ESR1 Arabidopsis thaliana (Mouse-ear cress)","GO:0009735, GO:0009755, GO:0009880, GO:0043170, GO:0044238, GO:0048825, GO:0090708, GO:0003700, GO:0005515, GO:0016779, GO:0016787, GO:0097159, GO:1901363, GO:0005634, GO:0005829","NO-H"
"ppt_236416","A9TNY0tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_236417","A0A061E0C8tr=Integrase-type DNA-binding superfamily protein  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_236418","A0A061E0C8tr=Integrase-type DNA-binding superfamily protein  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_236419","A9TNY0tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_236420","B9SBF9tr=Transcriptional factor TINY, putative  Ricinus communis (Castor bean)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_236620","F2E4A2tr=Predicted protein  Hordeum vulgare var. distichum (Domesticated barley)","GO:0006352, GO:0006355, GO:0006366, GO:0000978, GO:0000979, GO:0003700, GO:0008134, GO:0005669","NO-H"
"ppt_237089","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_237090","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_237091","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_237092","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_237249","A0A0H4K999tr=NAC transcription factor  Zea mays (Maize)","GO:0006355, GO:0009555, GO:0048653, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_237250","A0A0D6QYG7tr=Uncharacterized protein  Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)","GO:0006355, GO:0009555, GO:0048653, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_237251","A0A0H4K999tr=NAC transcription factor  Zea mays (Maize)","GO:0048731, GO:0003700, GO:0005634","NO-H"
"ppt_237252","A0A061GMK3tr=NAC domain containing protein 25  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0009555, GO:0048653, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_238047","Q39265sp=Zinc finger protein 6 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009736, GO:0009740, GO:0009788, GO:0010026, GO:0048510, GO:0048766, GO:0048767, GO:0003700, GO:0005515, GO:0005634, GO:0022626","NO-H"
"ppt_239388","Q9M6D9sp=Homeobox protein SHOOT MERISTEMLESS Brassica oleracea (Wild cabbage)","GO:0001708, GO:0009691, GO:0009901, GO:0009934, GO:0010051, GO:0010089, GO:0010582, GO:0010930, GO:0019827, GO:0045892, GO:0048440, GO:0003700, GO:0003723, GO:0042803, GO:0043565, GO:0005634, GO:0005768, GO:0005886, GO:0009506, GO:0015630","NO-H"
"ppt_239744","A0A0B0MQF0tr=Transcription factor-like protein DPB  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0006357, GO:0051726, GO:0003677, GO:0003700, GO:0005634, GO:0005667","NO-H"
"ppt_239745","A0A151SD62tr=Transcription factor Dp-1  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0006357, GO:0051726, GO:0003677, GO:0003700, GO:0005634, GO:0005667","NO-H"
"ppt_239746","A0A151SD62tr=Transcription factor Dp-1  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0006357, GO:0051726, GO:0003677, GO:0003700, GO:0005634, GO:0005667","NO-H"
"ppt_239747","A0A0B0MQF0tr=Transcription factor-like protein DPB  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0006357, GO:0051726, GO:0003677, GO:0003700, GO:0005634, GO:0005667","NO-H"
"ppt_239748","A0A151SD62tr=Transcription factor Dp-1  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0006357, GO:0051726, GO:0003677, GO:0003700, GO:0005634, GO:0005667","NO-H"
"ppt_239749","A0A0B0MQF0tr=Transcription factor-like protein DPB  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0006357, GO:0051726, GO:0003677, GO:0003700, GO:0005634, GO:0005667","NO-H"
"ppt_239750","A0A0B0MQF0tr=Transcription factor-like protein DPB  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0006357, GO:0051726, GO:0003677, GO:0003700, GO:0005634, GO:0005667","NO-H"
"ppt_239778","A9TQ62tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_239863","Q9SN22sp=Scarecrow-like protein 32 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_239864","Q9SN22sp=Scarecrow-like protein 32 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_239944","S5MJZ5tr=DAL19 protein  Picea abies (Norway spruce) (Picea excelsa)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_239945","S5MJZ5tr=DAL19 protein  Picea abies (Norway spruce) (Picea excelsa)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_239946","S5MJZ5tr=DAL19 protein  Picea abies (Norway spruce) (Picea excelsa)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_239947","G8XQX6tr=MADS-box transcription factor PFSOC1  Physalis pubescens","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_239948","G8XQX6tr=MADS-box transcription factor PFSOC1  Physalis pubescens","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_239949","S5MJZ5tr=DAL19 protein  Picea abies (Norway spruce) (Picea excelsa)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_240002","A0A023ZYJ7tr=Ethylene responsive factor 1-like protein  Pinus massoniana","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_241289","A0A0B2QZ38tr=Zinc finger protein MAGPIE  Glycine soja (Wild soybean)","GO:0006355, GO:0009630, GO:0003676, GO:0003700, GO:0005634","NO-H"
"ppt_241290","A0A0B2QZ38tr=Zinc finger protein MAGPIE  Glycine soja (Wild soybean)","GO:0006355, GO:0009630, GO:0090502, GO:0003676, GO:0003700, GO:0004526, GO:0005634","NO-H"
"ppt_241291","EnsemblPlants:GLYMA07G12170.1} Glycine max (Soybean) (Glycine hispida)","GO:0006355, GO:0009630, GO:0003676, GO:0003700, GO:0005634","NO-H"
"ppt_241292","A0A0B2SH63tr=Zinc finger protein MAGPIE  Glycine soja (Wild soybean)","GO:0006355, GO:0009630, GO:0090502, GO:0003676, GO:0003700, GO:0004526, GO:0005634","NO-H"
"ppt_241294","A0A0E0GFN0sp=Beta-amylase  Oryza nivara (Indian wild rice)","GO:0000272, GO:0006355, GO:0048831, GO:0003700, GO:0016161, GO:0102229, GO:0005634, GO:0009570, GO:0016021","NO-H"
"ppt_241295","A0A0E0GFN0sp=Beta-amylase  Oryza nivara (Indian wild rice)","GO:0000272, GO:0006355, GO:0048831, GO:0003700, GO:0016161, GO:0102229, GO:0005634, GO:0016021","NO-H"
"ppt_241297","A0A0E0QVA7sp=Beta-amylase  Oryza rufipogon (Brownbeard rice) (Asian wild rice)","GO:0000272, GO:0006355, GO:0048831, GO:0003700, GO:0016161, GO:0102229, GO:0005634, GO:0016021","NO-H"
"ppt_241298","A0A0E0GFN0sp=Beta-amylase  Oryza nivara (Indian wild rice)","GO:0000272, GO:0006355, GO:0048831, GO:0003700, GO:0016161, GO:0102229, GO:0005634, GO:0009570, GO:0016021","NO-H"
"ppt_241355","A0A0C9RYN5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_3133_1344 transcribed RNA sequence  Wollemia nobilis","GO:0030154, GO:0045892, GO:1901002, GO:2000652, GO:0000987, GO:0003700, GO:0005634","NO-H"
"ppt_241356","A0A097EVB3tr=Myb-related transcription factor  Vitis amurensis","GO:0030154, GO:0045892, GO:1901002, GO:2000652, GO:0000987, GO:0003700, GO:0005634","NO-H"
"ppt_241357","A0A067KXJ9tr=MYB family protein  Jatropha curcas (Barbados nut)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_241689","P20026sp=Myb-related protein Hv1 Hordeum vulgare (Barley)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_241690","A0A0B2SFI2tr=Myb-related protein 308  Glycine soja (Wild soybean)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_241691","A0A0B2SFI2tr=Myb-related protein 308  Glycine soja (Wild soybean)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_241692","H9XUG2tr=R2R3-MYB transcription factor MYB12  Epimedium sagittatum","GO:0010224, GO:0030154, GO:0045892, GO:1903086, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_241694","A5JYE9tr=R2R3-MYB transcription factor MYB5  Picea glauca (White spruce) (Pinus glauca)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_241695","A0A0K0VI05tr=R2R3 MYB transcription factor  Vaccinium uliginosum","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_241699","A0A061ENU4tr=Myb domain protein 6  Theobroma cacao (Cacao) (Cocoa)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_241700","A0A061ENU4tr=Myb domain protein 6  Theobroma cacao (Cacao) (Cocoa)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_241791","P25209sp=Nuclear transcription factor Y subunit B Zea mays (Maize)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_241792","P25209sp=Nuclear transcription factor Y subunit B Zea mays (Maize)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_241793","P25209sp=Nuclear transcription factor Y subunit B Zea mays (Maize)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_242257","A0A061F5H8tr=Scarecrow-like transcription factor PAT1 isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242258","A0A061F5H8tr=Scarecrow-like transcription factor PAT1 isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242259","A0A061DTW6tr=GRAS family transcription factor isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242260","A0A061DTW6tr=GRAS family transcription factor isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242261","A0A061DTW6tr=GRAS family transcription factor isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242262","A0A061DTW6tr=GRAS family transcription factor isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242263","A0A061DTW6tr=GRAS family transcription factor isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242264","A0A061DTW6tr=GRAS family transcription factor isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242265","A0A061DTW6tr=GRAS family transcription factor isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242266","A0A061DTW6tr=GRAS family transcription factor isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242267","A0A061DTW6tr=GRAS family transcription factor isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_242401","O23310sp=Nuclear transcription factor Y subunit B-3 Arabidopsis thaliana (Mouse-ear cress)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_242531","A0A0D6QTQ8tr=Uncharacterized protein  Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_242532","A0A0D6QTQ8tr=Uncharacterized protein  Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_242533","D5ADJ9tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_242545","Q2LME9tr=MYB11  Malus domestica (Apple) (Pyrus malus)","GO:0006355, GO:0010119, GO:0030154, GO:0000976, GO:0003677, GO:0003700, GO:0043565, GO:0005634, GO:0016020, GO:0016021","NO-H"
"ppt_242546","EnsemblProtists:EKX52612} Guillardia theta CCMP2712","GO:0006355, GO:0000976, GO:0003677, GO:0003700, GO:0003712, GO:0043565, GO:0046872, GO:0005634, GO:0016020, GO:0016021","NO-H"
"ppt_242668","O23310sp=Nuclear transcription factor Y subunit B-3 Arabidopsis thaliana (Mouse-ear cress)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_242670","O23310sp=Nuclear transcription factor Y subunit B-3 Arabidopsis thaliana (Mouse-ear cress)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_242671","O23310sp=Nuclear transcription factor Y subunit B-3 Arabidopsis thaliana (Mouse-ear cress)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_242672","O23310sp=Nuclear transcription factor Y subunit B-3 Arabidopsis thaliana (Mouse-ear cress)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_242673","O23310sp=Nuclear transcription factor Y subunit B-3 Arabidopsis thaliana (Mouse-ear cress)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_242675","O23310sp=Nuclear transcription factor Y subunit B-3 Arabidopsis thaliana (Mouse-ear cress)","GO:0009908, GO:0019760, GO:0045893, GO:0048579, GO:0051512, GO:0003700, GO:0003712, GO:0043565, GO:0046982, GO:0005634, GO:0005737","NO-H"
"ppt_243730","Q9FKL2sp=Transcription factor MYB36  Arabidopsis thaliana (Mouse-ear cress)","GO:0008285, GO:0035987, GO:0045597, GO:0045892, GO:0045893, GO:0050801, GO:2000067, GO:0003700, GO:0043565, GO:0005634, GO:0048226","NO-H"
"ppt_243731","Q9FKL2sp=Transcription factor MYB36  Arabidopsis thaliana (Mouse-ear cress)","GO:0008285, GO:0035987, GO:0045597, GO:0045892, GO:0045893, GO:0050801, GO:2000067, GO:0003700, GO:0043565, GO:0005634, GO:0048226","NO-H"
"ppt_244849","A0A061EAJ1tr=Myb124, putative isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0000976, GO:0003677, GO:0003700, GO:0003712, GO:0043565, GO:0005634","NO-H"
"ppt_244850","A0A061EAJ1tr=Myb124, putative isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0000976, GO:0003677, GO:0003700, GO:0003712, GO:0043565, GO:0005634","NO-H"
"ppt_244851","A0A061EAJ1tr=Myb124, putative isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0000976, GO:0003677, GO:0003700, GO:0003712, GO:0043565, GO:0005634","NO-H"
"ppt_244852","A0A061EAJ1tr=Myb124, putative isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0000976, GO:0003677, GO:0003700, GO:0003712, GO:0043565, GO:0005634","NO-H"
"ppt_244854","A0A061EAJ1tr=Myb124, putative isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0000976, GO:0003677, GO:0003700, GO:0003712, GO:0043565, GO:0005634","NO-H"
"ppt_245067","P92948sp=Cell division cycle 5-like protein Arabidopsis thaliana (Mouse-ear cress)","GO:0006281, GO:0006355, GO:0006397, GO:0006508, GO:0007049, GO:0008380, GO:0009870, GO:0042742, GO:0050832, GO:0051301, GO:0003677, GO:0003700, GO:0005515, GO:0005525, GO:0008239, GO:0005681, GO:0005737","NO-H"
"ppt_245068","P92948sp=Cell division cycle 5-like protein Arabidopsis thaliana (Mouse-ear cress)","GO:0006281, GO:0006355, GO:0006397, GO:0006508, GO:0007049, GO:0008380, GO:0009870, GO:0042742, GO:0050832, GO:0051301, GO:0003677, GO:0003700, GO:0005515, GO:0005525, GO:0008239, GO:0005681, GO:0005737","NO-H"
"ppt_245102","D8R9J3tr=Putative uncharacterized protein  Selaginella moellendorffii (Spikemoss)","GO:0006355, GO:0003700, GO:0008270, GO:0046872, GO:0005634, GO:0071203","NO-H"
"ppt_245192","A8JGY7tr=Predicted protein  Chlamydomonas reinhardtii (Chlamydomonas smithii)","GO:0006355, GO:0055114, GO:0003700, GO:0016491, GO:0051537","NO-H"
"ppt_245193","A8JGY7tr=Predicted protein  Chlamydomonas reinhardtii (Chlamydomonas smithii)","GO:0006355, GO:0055114, GO:0003700, GO:0016491, GO:0051537, GO:0016020","NO-H"
"ppt_245194","A8JGY7tr=Predicted protein  Chlamydomonas reinhardtii (Chlamydomonas smithii)","GO:0006355, GO:0055114, GO:0003700, GO:0016491, GO:0051537, GO:0016020","NO-H"
"ppt_245195","A8JGY7tr=Predicted protein  Chlamydomonas reinhardtii (Chlamydomonas smithii)","GO:0006355, GO:0055114, GO:0003700, GO:0016491, GO:0051537, GO:0016020","NO-H"
"ppt_245196","A8JGY7tr=Predicted protein  Chlamydomonas reinhardtii (Chlamydomonas smithii)","GO:0006355, GO:0055114, GO:0003700, GO:0016491, GO:0051537, GO:0016020","NO-H"
"ppt_245197","A8JGY7tr=Predicted protein  Chlamydomonas reinhardtii (Chlamydomonas smithii)","GO:0006355, GO:0055114, GO:0003700, GO:0016491, GO:0051537, GO:0016020","NO-H"
"ppt_245198","A8JGY7tr=Predicted protein  Chlamydomonas reinhardtii (Chlamydomonas smithii)","GO:0006355, GO:0055114, GO:0003700, GO:0016491, GO:0051537, GO:0016020","NO-H"
"ppt_245199","A8JGY7tr=Predicted protein  Chlamydomonas reinhardtii (Chlamydomonas smithii)","GO:0006355, GO:0055114, GO:0003700, GO:0016491, GO:0051537, GO:0016020","NO-H"
"ppt_245200","A8JGY7tr=Predicted protein  Chlamydomonas reinhardtii (Chlamydomonas smithii)","GO:0006355, GO:0055114, GO:0003700, GO:0016491, GO:0051537","NO-H"
"ppt_245201","A8JGY7tr=Predicted protein  Chlamydomonas reinhardtii (Chlamydomonas smithii)","GO:0006355, GO:0055114, GO:0003700, GO:0016491, GO:0051537, GO:0016020","NO-H"
"ppt_245525","A0A176WS74tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0006355, GO:0003700","NO-H"
"ppt_245526","A0A0B2QV14tr=Ocs element-binding factor 1  Glycine soja (Wild soybean)","GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_245527","A0A0B2QV14tr=Ocs element-binding factor 1  Glycine soja (Wild soybean)","GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_245528","A0A0C9S879tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_5460_974 transcribed RNA sequence  Wollemia nobilis","GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_245530","A0A0C9S879tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_5460_974 transcribed RNA sequence  Wollemia nobilis","GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_245531","A0A0C9S879tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_5460_974 transcribed RNA sequence  Wollemia nobilis","GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_245532","A0A0C9S879tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_5460_974 transcribed RNA sequence  Wollemia nobilis","GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_245533","A0A0B2QV14tr=Ocs element-binding factor 1  Glycine soja (Wild soybean)","GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
